,HR,p-value
0,1.992252432201792,0.046343367978720566
1,2.0708428537401877,0.03837348401203466
2,-3.139815423566777,0.0016905431204067057
3,1.7738544105197498,0.0760872353451131
4,1.5200411523648742,0.1285006331673781
5,-0.15450835217109388,0.8772089262185804
6,1.901500355604977,0.05723650596891342
7,5.336445300066792,9.47864494595097e-08
8,0.09318675275157988,0.9257551983657574
9,1.4047339893833228,0.16010039459677383
10,2.3949847611943262,0.016621056048750676
11,-1.3470602419519015,0.1779608315275931
12,6.590838562604994,4.373492454384313e-11
13,4.687182742866731,2.769916177665116e-06
14,3.8913346316189314,9.969432581812962e-05
15,-2.5805122124938173,0.009865386683841553
16,-1.0880686203488055,0.27656481538904276
17,3.195073422857048,0.0013979527121515782
18,4.044676694525545,5.2395379226414786e-05
19,2.3217922310666066,0.020244125785399976
20,-1.8684912273531862,0.061693631787690634
21,-5.05564177714127,4.289458243356442e-07
22,-2.524729122465182,0.011578749902058712
23,4.816960921008398,1.4576122166853588e-06
24,5.881314047860098,4.070220490605722e-09
25,5.528175898465607,3.235775359312121e-08
26,2.8781150956928374,0.00400059149607461
27,4.609057679023296,4.044981138271057e-06
28,4.1042817123818285,4.055730095663539e-05
29,8.24032185551916,1.7174800969861768e-16
30,-4.024527757459197,5.7089760513172405e-05
31,2.096855422110246,0.036006375712888325
32,-6.727041718312334,1.731471108538074e-11
33,1.7648239052987928,0.0775933656868831
34,0.3750148847351414,0.7076493967562814
35,2.163999263075137,0.030464405960646902
36,5.251157677598451,1.5114622184092243e-07
37,2.070841148902905,0.03837364338390827
38,-7.424774840089997,1.1297192829035765e-13
39,2.571007273273377,0.010140319727743166
40,3.407293869530693,0.000656104451043364
41,3.0202561811603217,0.0025256096337193993
42,-6.458071593664066,1.0604557447259141e-10
43,-0.06442988088544545,0.9486279379426591
44,1.2979647699963555,0.1942994412907373
45,-1.5316035320437844,0.12562030039882316
46,-6.115427320197902,9.62985647731212e-10
47,2.3097834910043056,0.020900143738381168
48,2.0432306350673075,0.0410296124618815
49,-2.9721942333645006,0.0029567956248437196
50,6.798753847333575,1.0552794215663982e-11
51,-4.409446686708987,1.0363506688228747e-05
52,0.179703682160052,0.8573852025611528
53,-6.447692340636773,1.1356600184391262e-10
54,2.519302547404986,0.01175875708562574
55,-6.87453223058163,6.219359623101789e-12
56,-3.6956533932714155,0.00021932201444251707
57,2.5212035078004265,0.01169541903271806
58,-1.7954773157133874,0.07257768378061792
59,-4.919330473770129,8.684074340222128e-07
60,6.184417453378069,6.233221905836362e-10
61,7.175137450426466,7.223457604822911e-13
62,7.125642735721031,1.0359611075708422e-12
63,2.927765049511089,0.0034140792809574274
64,1.3722490968194827,0.16998590607198294
65,3.5249347533707436,0.0004235871091218613
66,-5.231021724583345,1.6857569479865928e-07
67,-2.8229370199936783,0.004758591842340262
68,1.7482905577777033,0.08041372741536501
69,6.205145750257581,5.464623343900208e-10
70,-0.28537832972756055,0.7753543079316029
71,-1.5214444470874873,0.12814834216419166
72,7.0814968834084455,1.4260557686548192e-12
73,7.055300598725788,1.7222799513014392e-12
74,-5.649899603360818,1.605415715456193e-08
75,-4.123804997767953,3.7266442892115145e-05
76,-6.096304774551455,1.0854837032028336e-09
77,-1.5446504509901784,0.12243083593398973
78,-3.0839119673434134,0.0020429803808992356
79,2.7478656495236105,0.005998458282170885
80,1.4038213017630745,0.1603720690547194
81,1.6639555439864864,0.09612131380026212
82,-2.7859059865548588,0.005337835040665065
83,2.7929009028897993,0.005223769225379239
84,1.5140722599708045,0.1300075133903557
85,-0.37981701019916636,0.7040812546226619
86,5.474403237050574,4.389884301560911e-08
87,1.8315088771517927,0.06702462393270603
88,-4.035656069644818,5.444993013739963e-05
89,5.33535713735507,9.535668278511538e-08
90,6.2696586670945536,3.6184041567530674e-10
91,-0.6729001270787027,0.5010108313486183
92,-3.1502843189280667,0.00163111641587418
93,5.1052620894658824,3.3033635287392395e-07
94,-8.136710743436119,4.0616155020299234e-16
95,1.7573229938249104,0.0788627706646952
96,6.07476570789955,1.2416887698757262e-09
97,5.107470220448429,3.265005334043366e-07
